Id;IdPlayer;IdTeam;ShirtNumber;Position;Captain;Short Free Kick;Long Free Kick;Right Corner;Left Corner;Penalty;Value1
203;142153;4126;21;25;False;False;False;False;False;False;0
204;61442;4126;4;26;False;False;False;False;False;False;0
205;142513;4126;24;27;False;False;False;False;False;False;0
206;142158;4126;9;28;False;False;False;False;False;False;0
207;142128;227;26;0;False;False;False;False;False;False;0
208;61681;227;28;1;False;False;False;False;False;False;0
209;110530;227;3;2;False;False;False;False;False;False;0
210;134930;227;25;3;False;False;False;False;False;False;0
211;142133;227;30;4;True;False;False;True;False;False;0
212;130379;227;8;5;False;False;False;False;False;False;0
213;142140;227;27;6;False;False;False;False;False;False;0
214;154114;227;11;7;False;False;False;False;False;False;0
215;105985;227;42;8;False;False;False;False;False;False;0
216;130255;227;32;9;False;True;True;False;True;True;0
217;116355;227;38;10;False;False;False;False;False;False;0
218;142131;227;1;11;False;False;False;False;False;False;0
219;142132;227;5;12;False;False;False;False;False;False;0
220;142137;227;31;13;False;False;False;False;False;False;0
221;142136;227;17;14;False;False;False;False;False;False;0
222;142142;227;7;15;False;False;False;False;False;False;0
223;142141;227;14;16;False;False;False;False;False;False;0
224;114078;227;22;17;False;False;False;False;False;False;0
225;129962;227;29;18;False;False;False;False;False;False;0
226;142146;227;20;19;False;False;False;False;False;False;0
227;146762;227;33;20;False;False;False;False;False;False;0
228;142144;227;9;21;False;False;False;False;False;False;0
229;142145;227;18;22;False;False;False;False;False;False;0
230;146759;227;21;23;False;False;False;False;False;False;0
231;141503;227;2;24;False;False;False;False;False;False;0
232;146760;227;24;25;False;False;False;False;False;False;0
233;54150;227;23;26;False;False;False;False;False;False;0
234;53788;227;34;27;False;False;False;False;False;False;0
235;142129;231;1;0;False;False;False;False;False;False;0
236;142063;231;2;1;False;False;False;False;False;False;0
237;120310;231;5;2;False;False;False;False;False;False;0
238;117824;231;23;3;False;False;False;False;False;False;0
239;113265;231;24;4;False;True;True;True;True;False;0
240;16474;231;3;5;True;False;False;False;False;False;0
241;142068;231;32;6;False;False;False;False;False;False;0
242;140018;231;8;7;False;False;False;False;False;False;0
243;126956;231;14;8;False;False;False;False;False;False;0
244;138396;231;10;9;False;False;False;False;False;False;0
245;102240;231;9;10;False;False;False;False;False;True;0
246;102529;231;33;11;False;False;False;False;False;False;0
247;124107;231;21;12;False;False;False;False;False;False;0
248;142067;231;15;13;False;False;False;False;False;False;0
249;54761;231;4;14;False;False;False;False;False;False;0
250;146631;231;28;15;False;False;False;False;False;False;0
251;114303;231;16;16;False;False;False;False;False;False;0
252;142072;231;25;17;False;False;False;False;False;False;0
253;54435;231;7;18;False;False;False;False;False;False;0
254;142070;231;22;19;False;False;False;False;False;False;0
255;140935;231;20;20;False;False;False;False;False;False;0
256;54752;231;39;21;False;False;False;False;False;False;0
257;126106;231;11;22;False;False;False;False;False;False;0
258;54751;231;42;23;False;False;False;False;False;False;0
259;142062;231;37;24;False;False;False;False;False;False;0
260;54766;231;36;25;False;False;False;False;False;False;0
261;54436;231;27;26;False;False;False;False;False;False;0
262;120525;4125;1;0;False;False;False;False;False;False;0
263;114684;4125;5;1;False;False;False;False;False;False;0
264;142065;4125;20;2;False;False;False;False;False;False;0
265;107959;4125;16;3;False;False;False;False;False;False;0
266;123120;4125;21;4;True;True;True;True;True;False;0
267;125391;4125;34;5;False;False;False;False;False;False;0
268;108218;4125;29;6;False;False;False;False;False;False;0
269;125870;4125;8;7;False;False;False;False;False;False;0
270;114457;4125;14;8;False;False;False;False;False;True;0
271;132593;4125;40;9;False;False;False;False;False;False;0
272;117787;4125;18;10;False;False;False;False;False;False;0
273;54440;4125;12;11;False;False;False;False;False;False;0
274;142175;4125;31;12;False;False;False;False;False;False;0
275;109730;4125;3;13;False;False;False;False;False;False;0
276;39730;4125;2;14;False;False;False;False;False;False;0
277;116304;4125;36;15;False;False;False;False;False;False;0
278;142177;4125;17;16;False;False;False;False;False;False;0
279;46564;4125;6;17;False;False;False;False;False;False;0
280;142169;4125;23;18;False;False;False;False;False;False;0
281;32354;4125;27;19;False;False;False;False;False;False;0
282;116305;4125;11;20;False;False;False;False;False;False;0
283;116648;4125;7;21;False;False;False;False;False;False;0
284;38051;4125;19;22;False;False;False;False;False;False;0
285;32844;4125;22;23;False;False;False;False;False;False;0
286;54266;4125;33;24;False;False;False;False;False;False;0
287;54731;4125;44;25;False;False;False;False;False;False;0
288;54664;4125;42;26;False;False;False;False;False;False;0
289;47443;4125;10;27;False;False;False;False;False;False;0
290;144900;4125;30;28;False;False;False;False;False;False;0
291;134425;4125;28;29;False;False;False;False;False;False;0
292;142185;4125;24;30;False;False;False;False;False;False;0
293;54260;4125;39;31;False;False;False;False;False;False;0
294;142174;184;13;0;False;False;False;False;False;False;0
295;15433;184;4;1;False;False;False;False;False;False;0
296;144691;184;41;2;False;False;False;False;False;False;0
297;119635;184;27;3;False;False;False;False;False;False;0
298;110586;184;2;4;False;True;True;True;True;False;0
299;137005;184;6;5;False;False;False;False;False;False;0
300;128348;184;30;6;False;False;False;False;False;False;0
301;125985;184;24;7;False;False;False;False;False;False;0
302;114932;184;7;8;False;False;False;False;False;False;0
303;142242;184;11;9;False;False;False;False;False;True;0
304;148199;184;9;10;True;False;False;False;False;False;0
305;46648;184;1;11;False;False;False;False;False;False;0
306;45949;184;35;12;False;False;False;False;False;False;0
307;38701;184;15;13;False;False;False;False;False;False;0
308;143887;184;23;14;False;False;False;False;False;False;0
309;141741;184;42;15;False;False;False;False;False;False;0
310;143714;184;17;16;False;False;False;False;False;False;0
311;142122;184;8;17;False;False;False;False;False;False;0
312;100950;184;20;18;False;False;False;False;False;False;0
313;146776;184;10;19;False;False;False;False;False;False;0
314;54816;184;29;20;False;False;False;False;False;False;0
315;143434;184;19;21;False;False;False;False;False;False;0
316;109001;184;40;22;False;False;False;False;False;False;0
317;118197;184;34;23;False;False;False;False;False;False;0
318;54701;184;28;24;False;False;False;False;False;False;0
319;53911;184;3;25;False;False;False;False;False;False;0
320;121961;184;5;26;False;False;False;False;False;False;0
321;132704;184;22;27;False;False;False;False;False;False;0
322;142116;436;27;0;False;False;False;False;False;False;0
323;142119;436;42;1;False;False;False;False;False;False;0
324;142117;436;16;2;False;False;False;False;False;False;0
325;145978;436;5;3;False;False;False;False;False;False;0
326;60510;436;30;4;True;False;False;False;False;False;0
327;114225;436;3;5;False;True;True;True;True;True;0
328;129094;436;8;6;False;False;False;False;False;False;0
329;59554;436;31;7;False;False;False;False;False;False;0
330;146022;436;6;8;False;False;False;False;False;False;0
331;142126;436;29;9;False;False;False;False;False;False;0
332;112378;436;9;10;False;False;False;False;False;False;0
333;142113;436;1;11;False;False;False;False;False;False;0
334;43451;436;21;12;False;False;False;False;False;False;0
335;113909;436;19;13;False;False;False;False;False;False;0
336;142125;436;17;14;False;False;False;False;False;False;0
337;114398;436;20;15;False;False;False;False;False;False;0
338;53916;436;41;16;False;False;False;False;False;False;0
339;64935;436;7;18;False;False;False;False;False;False;0
340;107769;436;10;19;False;False;False;False;False;False;0
341;124782;436;37;20;False;False;False;False;False;False;0
342;116138;436;11;21;False;False;False;False;False;False;0
343;54673;436;44;22;False;False;False;False;False;False;0
344;54406;436;32;23;False;False;False;False;False;False;0
345;53897;436;43;24;False;False;False;False;False;False;0
346;53906;436;38;25;False;False;False;False;False;False;0
347;142127;436;36;26;False;False;False;False;False;False;0
348;125981;4137;20;0;False;False;False;False;False;False;0
349;142120;4137;15;1;False;False;False;False;False;False;0
350;146997;4137;4;2;False;False;False;False;False;False;0
351;102522;4137;2;3;False;False;False;False;False;False;0
352;105084;4137;14;4;True;False;False;False;False;False;0
353;107713;4137;28;5;False;False;False;False;False;False;0
354;146998;4137;7;6;False;False;False;False;False;False;0
355;123130;4137;11;7;False;True;True;True;True;True;0
356;101883;4137;18;8;False;False;False;False;False;False;0
357;54118;4137;37;9;False;False;False;False;False;False;0
358;143280;4137;21;10;False;False;False;False;False;False;0
359;142218;4137;1;11;False;False;False;False;False;False;0
360;153352;4137;47;27;False;False;False;False;False;False;0
361;117840;4137;24;12;False;False;False;False;False;False;0
362;53784;4137;5;13;False;False;False;False;False;False;0
363;147000;4137;17;14;False;False;False;False;False;False;0
364;125817;4137;3;15;False;False;False;False;False;False;0
365;142213;4137;6;16;False;False;False;False;False;False;0
366;54122;4137;8;17;False;False;False;False;False;False;0
367;142228;4137;29;18;False;False;False;False;False;False;0
368;142225;4137;25;20;False;False;False;False;False;False;0
369;129115;4137;23;21;False;False;False;False;False;False;0
370;54124;4137;33;22;False;False;False;False;False;False;0
371;54740;4137;44;23;False;False;False;False;False;False;0
372;53904;4137;40;24;False;False;False;False;False;False;0
373;53905;4137;46;25;False;False;False;False;False;False;0
374;53907;4137;48;26;False;False;False;False;False;False;0
375;54820;5010;36;25;False;False;False;False;False;False;0
376;145975;4128;1;0;False;False;False;False;False;False;0
377;117752;4128;4;1;False;False;False;False;False;False;0
378;103325;4128;20;2;False;False;False;False;False;False;0
379;43626;4128;2;3;False;False;False;False;False;False;0
380;145979;4128;3;4;False;False;False;False;False;False;0
381;145981;4128;8;5;True;False;False;False;False;False;0
382;142073;4128;10;6;False;False;False;False;False;False;0
383;130358;4128;7;7;False;True;True;True;True;False;0
384;145986;4128;9;8;False;False;False;False;False;False;0
385;145980;4128;17;9;False;False;False;False;False;False;0
386;59550;4128;33;10;False;False;False;False;False;True;0
387;146896;4128;21;11;False;False;False;False;False;False;0
388;142134;4128;30;12;False;False;False;False;False;False;0
389;117474;4128;24;13;False;False;False;False;False;False;0
390;54683;4128;14;14;False;False;False;False;False;False;0
391;118828;4128;18;15;False;False;False;False;False;False;0
392;104844;4128;23;16;False;False;False;False;False;False;0
393;43266;4128;16;17;False;False;False;False;False;False;0
394;110813;4128;38;18;False;False;False;False;False;False;0
395;146899;4128;6;19;False;False;False;False;False;False;0
396;16728;4128;11;20;False;False;False;False;False;False;0
397;146897;4128;22;21;False;False;False;False;False;False;0
398;117745;4128;35;22;False;False;False;False;False;False;0
399;120750;4128;26;23;False;False;False;False;False;False;0
400;145974;4128;34;24;False;False;False;False;False;False;0
401;54708;4128;25;25;False;False;False;False;False;False;0
402;116233;4128;5;26;False;False;False;False;False;False;0
403;145982;4128;32;27;False;False;False;False;False;False;0
404;107710;4128;39;28;False;False;False;False;False;False;0
405;105061;185;1;0;False;False;False;False;False;False;0
406;104845;185;13;1;False;False;False;False;False;False;0
407;113801;185;5;2;False;False;False;False;False;False;0
408;111061;185;32;3;True;False;False;False;False;False;0
409;46842;185;8;4;False;False;False;False;False;False;0
410;120440;185;3;5;False;False;False;False;False;False;0
411;142201;185;36;6;False;False;False;False;False;False;0
412;142208;185;20;7;False;False;False;False;False;False;0
413;142204;185;28;8;False;False;False;False;False;False;0
414;142211;185;11;9;False;False;False;False;False;True;0
415;54737;185;7;10;False;True;True;True;True;False;0
416;132179;185;30;11;False;False;False;False;False;False;0
417;130378;185;4;12;False;False;False;False;False;False;0
418;54750;185;39;13;False;False;False;False;False;False;0
419;142200;185;27;14;False;False;False;False;False;False;0
420;128061;185;26;15;False;False;False;False;False;False;0
421;120387;185;6;16;False;False;False;False;False;False;0
422;53802;185;23;17;False;False;False;False;False;False;0
423;142202;185;10;18;False;False;False;False;False;False;0
424;54415;185;22;19;False;False;False;False;False;False;0
425;126694;185;24;20;False;False;False;False;False;False;0
426;142210;185;21;21;False;False;False;False;False;False;0
427;108243;185;9;22;False;False;False;False;False;False;0
428;142199;185;38;23;False;False;False;False;False;False;0
429;54382;185;37;24;False;False;False;False;False;False;0
430;54743;185;40;25;False;False;False;False;False;False;0
431;54161;185;19;26;False;False;False;False;False;False;0
432;142205;185;34;27;False;False;False;False;False;False;0
433;54705;184;44;28;False;False;False;False;False;False;0
434;1006;2703;1;0;False;False;False;False;False;False;0
435;2404;2703;5;1;True;False;False;False;False;False;0
436;2808;2703;6;2;False;False;False;False;False;False;0
437;878;2703;15;3;False;False;False;False;False;False;0
438;1881;2703;3;4;False;False;False;False;False;False;0
439;2380;2703;17;5;False;False;True;False;False;False;0
440;2331;2703;8;6;False;False;False;True;True;False;0
441;2827;2703;9;7;False;False;False;False;False;False;0
442;2388;2703;10;8;False;True;False;False;False;False;0
443;2397;2703;14;9;False;False;False;False;False;False;0
444;2387;2703;12;10;False;False;False;False;False;True;0
445;136077;2703;27;11;False;False;False;False;False;False;0
446;965;2703;28;12;False;False;False;False;False;False;0
447;963;2703;2;13;False;False;False;False;False;False;0
448;1010;2703;13;14;False;False;False;False;False;False;0
449;793;2703;11;15;False;False;False;False;False;False;0
450;837;2703;30;16;False;False;False;False;False;False;0
451;2826;2703;19;17;False;False;False;False;False;False;0
452;115888;2703;7;18;False;False;False;False;False;False;0
453;1892;2703;20;19;False;False;False;False;False;False;0
454;2344;2703;18;20;False;False;False;False;False;False;0
455;2405;2703;21;21;False;False;False;False;False;False;0
456;972;2703;29;22;False;False;False;False;False;False;0
457;962;2703;22;23;False;False;False;False;False;False;0
458;875;2703;4;24;False;False;False;False;False;False;0
459;2131;2703;25;25;False;False;False;False;False;False;0
460;1248;2703;34;26;False;False;False;False;False;False;0
461;919;2703;31;27;False;False;False;False;False;False;0
462;877;2703;39;28;False;False;False;False;False;False;0
463;136057;2703;24;29;False;False;False;False;False;False;0
464;879;2703;35;30;False;False;False;False;False;False;0
465;2159;2703;16;31;False;False;False;False;False;False;0
466;1102;2703;37;32;False;False;False;False;False;False;0
467;928;2703;32;33;False;False;False;False;False;False;0
468;113370;2703;40;34;False;False;False;False;False;False;0
469;872;2703;26;35;False;False;False;False;False;False;0
470;1365;2703;23;36;False;False;False;False;False;False;0
471;926;2703;38;37;False;False;False;False;False;False;0
472;818;2703;33;38;False;False;False;False;False;False;0
473;2841;2703;36;39;False;False;False;False;False;False;0
474;134573;2357;1;0;False;False;False;False;False;False;0
475;820;2357;5;1;False;False;False;False;False;False;0
476;964;2357;13;2;False;False;False;False;False;False;0
477;2329;2357;31;3;False;False;False;False;False;False;0
478;136056;2357;17;4;False;False;False;False;False;False;0
479;1948;2357;8;5;False;False;False;False;False;True;0
480;139980;2357;7;6;False;True;True;True;True;False;0
481;990;2357;11;7;False;False;False;False;False;False;0
482;883;2357;10;8;True;False;False;False;False;False;0
483;63781;2357;28;9;False;False;False;False;False;False;0
484;2128;2357;9;10;False;False;False;False;False;False;0
485;918;2357;19;11;False;False;False;False;False;False;0
486;865;2357;12;12;False;False;False;False;False;False;0
487;1732;2357;25;13;False;False;False;False;False;False;0
488;880;2357;4;14;False;False;False;False;False;False;0
489;2138;2357;21;15;False;False;False;False;False;False;0
490;115885;2357;27;16;False;False;False;False;False;False;0
491;3758;2357;22;17;False;False;False;False;False;False;0
492;840;2357;20;18;False;False;False;False;False;False;0
493;970;2357;30;19;False;False;False;False;False;False;0
494;881;2357;14;20;False;False;False;False;False;False;0
495;1499;2357;15;21;False;False;False;False;False;False;0
496;139868;2357;29;22;False;False;False;False;False;False;0
497;1951;2357;37;23;False;False;False;False;False;False;0
498;1558;2357;2;24;False;False;False;False;False;False;0
499;853;2357;6;25;False;False;False;False;False;False;0
500;3681;2357;39;26;False;False;False;False;False;False;0
501;888;2357;3;27;False;False;False;False;False;False;0
502;1255;2357;35;28;False;False;False;False;False;False;0
503;115976;2357;32;29;False;False;False;False;False;False;0
504;136074;2357;36;30;False;False;False;False;False;False;0
505;816;2357;18;31;False;False;False;False;False;False;0
506;127092;2357;38;32;False;False;False;False;False;False;0
507;2089;2357;23;33;False;False;False;False;False;False;0
508;4502;2357;16;34;False;False;False;False;False;False;0
509;1001;2357;26;35;False;False;False;False;False;False;0
510;5786;2357;33;36;False;False;False;False;False;False;0
511;134565;2357;24;37;False;False;False;False;False;False;0
512;729;2357;34;38;False;False;False;False;False;False;0
513;3497;2357;40;39;False;False;False;False;False;False;0
514;1621;2704;1;0;False;False;False;False;False;False;0
515;1600;2704;21;1;False;False;False;False;False;False;0
516;1633;2704;3;2;False;False;False;False;False;False;0
517;1625;2704;2;3;False;False;False;False;False;False;0
518;1624;2704;6;4;False;False;False;False;False;False;0
519;3757;2704;19;5;False;False;False;False;False;False;0
520;2429;2704;8;6;False;False;False;False;False;False;0
521;2430;2704;20;7;False;False;False;False;False;False;0
522;1631;2704;7;8;False;True;False;False;True;False;0
523;2453;2704;10;9;True;False;True;True;False;True;0
524;1343;2704;23;10;False;False;False;False;False;False;0
525;2326;2704;30;11;False;False;False;False;False;False;0
526;1733;2704;22;12;False;False;False;False;False;False;0
527;1737;2704;4;13;False;False;False;False;False;False;0
528;1738;2704;14;14;False;False;False;False;False;False;0
529;1628;2704;11;15;False;False;False;False;False;False;0
530;2311;2704;28;16;False;False;False;False;False;False;0
531;134562;2704;25;17;False;False;False;False;False;False;0
532;63026;2704;26;18;False;False;False;False;False;False;0
533;2040;2704;24;19;False;False;False;False;False;False;0
534;1741;2704;18;20;False;False;False;False;False;False;0
535;1630;2704;31;21;False;False;False;False;False;False;0
536;2137;2704;9;22;False;False;False;False;False;False;0
537;1687;2704;12;23;False;False;False;False;False;False;0
538;63024;2704;33;24;False;False;False;False;False;False;0
539;134838;2704;17;25;False;False;False;False;False;False;0
540;2155;2704;5;26;False;False;False;False;False;False;0
541;557;2704;13;27;False;False;False;False;False;False;0
542;134837;2704;15;28;False;False;False;False;False;False;0
543;1475;2704;27;29;False;False;False;False;False;False;0
